year,state,house,senate,pres,pres & senate,pres & sen & house
2006,PA,253925,91,0,91,254016
2006,RI,68,238,0,238,306
2006,TN,395,732,0,732,1127
2006,TX,1766,61,0,61,1827
2006,UT,186,50,0,50,236
2006,VT,190,47,0,47,237
2006,VA,1285,2370445,0,2370445,2371730
2006,WA,1146,94,0,94,1240
2006,WV,206,29,0,29,235
2006,WI,1364,41,0,41,1405
2006,WY,196215,40,0,40,196255
2006,AL,245,0,0,0,245
2006,AK,96,0,0,0,96
2006,AR,212,0,0,0,212
2006,CO,1244,0,0,0,1244
2006,GA,146188,0,0,0,146188
2006,ID,396,0,0,0,396
2006,IL,2146,0,0,0,2146
2006,IA,1324,0,0,0,1324
2006,KS,671,0,0,0,671
2006,KY,1331,0,0,0,1331
2006,LA,488,0,0,0,488
2006,NH,1002,0,0,0,1002
2006,NC,122300,0,0,0,122300
2006,OK,249,0,0,0,249
2006,OR,336,0,0,0,336
2006,SC,412,0,0,0,412
2006,SD,39,0,0,0,39
2006,DC,0,0,0,0,0
2006,USA,1675725,2380931,0,2380931,4056656
2008,AL,288195,59,73,71,288266
2008,AK,337,2533,73,2606,2943
2008,AZ,747,0,194,194,941
2008,AR,94,27,80,77,171
2008,CA,373723,0,65,65,373788
2008,CO,486,158,183,170,656
2008,CT,9578,0,70,70,9648
2008,DE,68,53,63,61,129
2008,FL,2330,0,700,700,3030
2008,GA,625,667,333,544,1169
2008,HI,60,0,35,35,95
2008,ID,2716,67,62,66,2782
2008,IL,1323,40,63,61,1384
2008,IN,550,0,3918,3918,4468
2008,IA,397,62,171,160,557
2008,KS,574,67,107,102,676
2008,KY,615,288,98,260,875
2008,LA,93658,265,85,247,93905
2008,ME,212,69,92,88,300
2008,MD,10594,0,62,62,10656
2008,MA,328,46,61,60,388
2008,MI,1966,54,97,93,2059
2008,MN,1185,2887646,159,2887805,2888990
2008,MS,289,69,122,116,405
2008,MO,1188,0,2925205,2925205,2926393
2008,MT,49,34,939,973,1022
2008,NE,541,91,107,102,643
2008,NV,536,0,129,129,665
2008,NH,396,267,170,246,642
2008,NJ,1207,114,102,120,1327
2008,NM,338,70,105,101,439
2008,NY,2658,0,54,54,2712
2008,NC,835,195,4310851,4310851,4311686
2008,ND,66,0,191,191,257
2008,OH,14602,0,385,385,14987
2008,OK,212,91,50,95,307
2008,OR,217,562,97,470,687
2008,PA,3009,0,158,158,3167
2008,RI,74,34,56,55,129
2008,SC,898,104,183,170,1068
2008,SD,45,63,196,181,226
2008,TN,327,47,106,101,428
2008,TX,1980,135,137,130,2110
2008,UT,142,0,56,56,198
2008,VT,20,0,42,42,62
2008,VA,318038,50,269,242,318280
2008,WA,703,0,92,92,795
2008,WV,175,57,122,116,291
2008,WI,530,0,115,115,645
2008,WY,166,30,49,48,214
2008,DC,0,0,18,18,18
2008,USA,1139602,2894114,7246950,10138077,11277679
2010,AL,1264,51,0,51,1315
2010,AK,41,452,0,452,493
2010,AZ,2881,65,0,65,2946
2010,AR,406,75,0,75,481
2010,CA,6866,163,0,163,7029
2010,CO,905,1545,0,1545,2450
2010,CT,908,177,0,177,1085
2010,FL,1717,82,0,82,1799
2010,GA,1442,82,0,82,1524
2010,HI,295,29,0,29,324
2010,ID,203,34,0,34,237
2010,IN,2760,110,0,110,2870
2010,IA,1986,50,0,50,2036
2010,KS,233,36,0,36,269
2010,KY,239525,141,0,141,239666
2010,LA,278,84,0,84,362
2010,MD,441,59,0,59,500
2010,MO,1661,118,0,118,1779
2010,NV,177990,299,0,299,178289
2010,NH,1763,68,0,68,1831
2010,NY,5908,41,0,41,5949
2010,NC,12239,137,0,137,12376
2010,ND,166,29,0,29,195
2010,OH,1981,91,0,91,2072
2010,OK,252,35,0,35,287
2010,OR,669,88,0,88,757
2010,PA,4841,1108,0,1108,5949
2010,SC,526,46,0,46,572
2010,SD,961,16,0,16,977
2010,UT,469,54,0,54,523
2010,VT,48,47,0,47,95
2010,WA,2236,373,0,373,2609
2010,WI,1092,363,0,363,1455
2010,DE,101,0,0,0,101
2010,IL,204555,0,0,0,204555
2010,ME,276,0,0,0,276
2010,MA,1158,0,0,0,1158
2010,MI,2095,0,0,0,2095
2010,MN,2385,0,0,0,2385
2010,MS,562,0,0,0,562
2010,MT,59,0,0,0,59
2010,NE,140,0,0,0,140
2010,NJ,1613,0,0,0,1613
2010,NM,779,0,0,0,779
2010,RI,338,0,0,0,338
2010,TN,486,0,0,0,486
2010,TX,16376,0,0,0,16376
2010,VA,228312,0,0,0,228312
2010,WV,9884,0,0,0,9884
2010,WY,35,0,0,0,35
2010,DC,0,0,0,0,0
2010,USA,944107,6148,0,6148,950255
2012,AL,282,0,71,71,353
2012,AK,44,0,114,114,158
2012,AZ,9016,638,181,515,9531
2012,AR,289,0,66,66,355
2012,CA,6318,63,68,66,6384
2012,CO,1582,0,322,322,1904
2012,CT,850,129,92,126,976
2012,DE,51,42,85,82,133
2012,FL,333199,123,6528,6651,339850
2012,GA,708,0,212,212,920
2012,HI,209,63,37,62,271
2012,ID,101,0,49,49,150
2012,IL,298135,0,94,94,298229
2012,IN,2583,297,160,271,2854
2012,IA,622,0,295,295,917
2012,KS,196,0,73,73,269
2012,KY,696,0,69,69,765
2012,LA,274,0,92,92,366
2012,ME,157,74,106,102,259
2012,MD,353,53,60,59,412
2012,MA,3585,223,68,204,3789
2012,MI,348205,76,172,161,348366
2012,MN,3424,45,216,198,3622
2012,MS,180,96,141,133,313
2012,MO,405,101,174,163,568
2012,MT,154,495,117,409,563
2012,NE,1680,102,72,99,1779
2012,NV,552,2946,252,3198,3750
2012,NH,852,0,309,309,1161
2012,NJ,854,81,90,86,940
2012,NM,234,299,160,268,502
2012,NY,27169,38,53,52,27221
2012,NC,338004,0,1088,1088,339092
2012,ND,122,5626,81,5707,5829
2012,OH,1593,284,652,511,2104
2012,OK,274,0,47,47,321
2012,OR,346,0,133,133,479
2012,PA,1769,180,320,282,2051
2012,RI,210,53,57,56,266
2012,SC,410,0,155,155,565
2012,SD,107,0,88,88,195
2012,TN,434,45,77,75,509
2012,TX,2119,101,101,98,2217
2012,UT,245394,44,33,44,245438
2012,VT,32,34,44,43,75
2012,VA,991,289,471,393,1384
2012,WA,797,76,107,103,900
2012,WV,311,65,59,65,376
2012,WI,647,310,246,280,927
2012,WY,36,30,39,38,74
2012,DC,0,0,19,19,19
2012,USA,1636555,13121,14415,23896,1660451
2014,AL,230,17,0,17,247
2014,AK,163,1024,0,1024,1187
2014,AR,423,93,0,93,516
2014,CO,701,1169,0,1169,1870
2014,DE,70,118,0,118,188
2014,GA,616,216,0,216,832
2014,ID,121,51,0,51,172
2014,IL,2018,149,0,149,2167
2014,IA,1488,198,0,198,1686
2014,KS,256,153,0,153,409
2014,KY,282,103,0,103,385
2014,LA,292,417,0,417,709
2014,ME,404,43,0,43,447
2014,MA,543,69,0,69,612
2014,MI,1184,121,0,121,1305
2014,MN,2724,159,0,159,2883
2014,MS,148,72,0,72,220
2014,MT,106,90,0,90,196
2014,NE,639,48,0,48,687
2014,NH,678,585,0,585,1263
2014,NJ,867,119,0,119,986
2014,NM,214,146,0,146,360
2014,NC,778,1652,0,1652,2430
2014,OK,177,40,0,40,217
2014,OR,320,84,0,84,404
2014,RI,146,38,0,38,184
2014,SC,323,91,0,91,414
2014,SD,47,76,0,76,123
2014,TN,369,52,0,52,421
2014,TX,2475,58,0,58,2533
2014,VA,665,9076,0,9076,9741
2014,WV,804,57,0,57,861
2014,WY,36,29,0,29,65
2014,AZ,220133,0,0,0,220133
2014,CA,18479,0,0,0,18479
2014,CT,709,0,0,0,709
2014,FL,5000,0,0,0,5000
2014,HI,508,0,0,0,508
2014,IN,557,0,0,0,557
2014,MD,2256,0,0,0,2256
2014,MO,534,0,0,0,534
2014,NV,904,0,0,0,904
2014,NY,2774,0,0,0,2774
2014,ND,93,0,0,0,93
2014,OH,742,0,0,0,742
2014,PA,1016,0,0,0,1016
2014,UT,471,0,0,0,471
2014,VT,47,0,0,0,47
2014,WA,2310,0,0,0,2310
2014,WI,532,0,0,0,532
2014,DC,0,0,0,0,0
2014,USA,277372,16413,0,16413,293785
2016,AL,375,56,57,56,431
2016,AK,112,105,108,104,216
2016,AZ,662,124,524,429,1091
2016,AR,163,67,58,66,229
2016,CA,315165,68,52,76,315241
2016,CO,633,303,357,310,943
2016,CT,382,68,117,112,494
2016,DE,110,0,141,141,251
2016,FL,2954,217,2741,2958,5912
2016,GA,546,116,339,297,843
2016,HI,61,32,50,49,110
2016,ID,90,41,49,48,138
2016,IL,1211,106,93,102,1313
2016,IN,501,168,83,157,658
2016,IA,627,64,174,162,789
2016,KS,296,52,77,74,370
2016,KY,233,110,53,106,339
2016,LA,516,173,81,164,680
2016,ME,280,0,684,684,964
2016,MD,409,62,59,62,471
2016,MA,346,0,59,59,405
2016,MI,967,0,4799284,4799284,4800251
2016,MN,372202,0,1736,1736,373938
2016,MS,165,0,89,89,254
2016,MO,367,708,85,546,913
2016,MT,102,0,77,77,179
2016,NE,2783,0,63,63,2846
2016,NV,3010,852,858,932,3942
2016,NH,2586,739140,744296,744296,746882
2016,NJ,1095,0,113,113,1208
2016,NM,177,0,201,201,378
2016,NY,2896,40,66,65,2961
2016,NC,982,301,505,416,1398
2016,ND,34,25,44,43,77
2016,OH,744,76,204,187,931
2016,OK,191,36,43,42,233
2016,OR,392,68,148,139,531
2016,PA,1267,1928,18938,20866,22133
2016,RI,110,0,103,103,213
2016,SC,378,60,112,107,485
2016,SD,56,36,53,52,108
2016,TN,339,0,60,60,399
2016,TX,3940,0,182,182,4122
2016,UT,259,38,88,85,344
2016,VT,21,57,61,59,80
2016,VA,927,0,325,325,1252
2016,WA,865,88,101,97,962
2016,WV,174,0,37,37,211
2016,WI,377,560,12632,13192,13569
2016,WY,50,0,34,34,84
2016,DC,0,0,18,18,18
2016,USA,723128,745945,5586512,5589662,6312790
2018,AZ,969,894,0,894,1863
2018,CA,18622,198,0,198,18820
2018,CT,419,91,0,91,510
2018,DE,54,71,0,71,125
2018,FL,3671,8190005,0,8190005,8193676
2018,HI,60,37,0,37,97
2018,IN,731,290,0,290,1021
2018,ME,3974,83,0,83,4057
2018,MD,361,45,0,45,406
2018,MA,327,65,0,65,392
2018,MI,2086,260,0,260,2346
2018,MN,292988,134,0,134,293122
2018,MS,179,169,0,169,348
2018,MO,765,295,0,295,1060
2018,MT,381,523,0,523,904
2018,NE,1235,83,0,83,1318
2018,NV,524,347,0,347,871
2018,NJ,3493,145,0,145,3638
2018,NM,1360,67,0,67,1427
2018,NY,14755,47,0,47,14802
2018,ND,64,150,0,150,214
2018,OH,1861,246,0,246,2107
2018,PA,3118,125,0,125,3243
2018,RI,105,68,0,68,173
2018,TN,378,150,0,150,528
2018,TX,215372,791,0,791,216163
2018,UT,269445,49,0,49,269494
2018,VT,36,39,0,39,75
2018,VA,2949,100,0,100,3049
2018,WA,1235,94,0,94,1329
2018,WV,328,584,0,584,912
2018,WI,602,150,0,150,752
2018,WY,46,42,0,42,88
2018,AL,341,0,0,0,341
2018,AK,256,0,0,0,256
2018,AR,401,0,0,0,401
2018,CO,669,0,0,0,669
2018,GA,284977,0,0,0,284977
2018,ID,123,0,0,0,123
2018,IL,14605,0,0,0,14605
2018,IA,2045,0,0,0,2045
2018,KS,7825,0,0,0,7825
2018,KY,824,0,0,0,824
2018,LA,217,0,0,0,217
2018,NH,313,0,0,0,313
2018,NC,284116,0,0,0,284116
2018,OK,2235,0,0,0,2235
2018,OR,402,0,0,0,402
2018,SC,2500,0,0,0,2500
2018,SD,65,0,0,0,65
2018,DC,0,0,0,0,0
2018,USA,1444407,8196437,0,8196437,9640844
