year,total,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1996,67100,7300,99,112,2188,4268,348,1548,17,804,2425,3105,8399,4388,672,41910,3542,1016,1332,337,418,1931,675,1938,237,7071,620,208,916,3863,6702,463,1547,1311,321,9172,1667,1984,779,59,452,149,531,5030,2365,87,156,5263,29,50892,193
1998,17221,409,49,1071,315,10128,4012,234,49,379,439,75,1185,6420,7415,557,1871,5624,5,73,169,395,1202,2293,1011,268,510,48,2856,691,5216,1250,1088,4500,122,1102,170,3532,1806,38,277,15,641,1189,634,55,131,1612,27,1238,110
2000,84971,111,19,375,46188,43041,441,446,35,398,1171,49,55,10765,3010,404,5930,826,67,97,1261,63,376,47367,167,4919,1641,76,1156,908,1586,1115,519,481,601,772,289,377,2800,50,216,26,101,1163,258,17,3433,1918,4029,5534,44
2002,77605,39288,16,4526,107,1109,274,735,21,54763,4222,202,95,478,3528,1340,4236,4746,1353,3121,3807,112,271,450,290,146,34,48,352,294,329,670,937,653,2441,297,989,732,9131,121,66,863,1448,4944,112,33,134,2369,145,120,93
2004,13229,137,18,177,160,1007,2244,1953,24,471,2874,82,36,4997,1048,688,369,346,544,213,96,89,256,959,166,682,53,648,216,174,308,655,841,740,142,349,121,832,10923,62,87,851,368,3714,379,20,588,1483,254,318,293
2006,52382,130,139,2955,164,6050,6606,3340,82,31230,113,76,1923,8264,2224,5037,4298,7694,610,72,133,59,3690,1684,84,153,130,699,27656,7967,420,155,12473,822,73,2615,126,532,4209,29,293,33,151,1201,109,766,5728,5175,265,10390,0
2008,17531,2776,2123,911,21,5818,281,4346,79,2883,248,17,27,1653,288,343,2515,1550,4678,400,129,65,7885,5946,391,7225,46,3403,1824,1123,2867,566,11712,522,91,2306,83,173,8713,53,3476,54,142,1227,78,6,1887,1368,261,908,704
2010,95119,7108,39,2343,657,4491,2513,1867,285,1381,6802,1676,311,11436,585,28563,138,540,115,515,461,2161,9041,86652,2056,6423,72,118,88,327,5995,4166,5290,1622,693,2525,246,2495,1611,1072,613,6729,309,1654,2026,56,3447,11830,433,3920,31
2012,107241,88,32,6143,275,8101,8414,7989,46,4042,1454,439,62,1656,622,1022,128,2564,121,246,154,146,1675,1153,93,163,316,86721,1268,3740,786,240,72019,1522,253,1966,186,477,4374,497,679,295,290,2610,71,23,879,795,462,589,18
2014,23883,82,449,2339,585,20460,773,1201,132,6720,602,3469,127,5309,369,8182,226,176,174,2084,192,588,1368,1169,70,1116,203,3152,5215,4394,590,195,1456,446,164,232,98,255,467,141,216,50,173,370,1395,49,410,687,3660,364,21
2016,52538,612,115,1409,109,8473,831,269,264,6229,254,27,69,2047,337,1215,306,140,885,468,225,108,433,13142,75,157,183,32,2562,49361,2475,141,2660,536,23,206,154,450,1244,63,198,75,97,605,247,9,1759,619,177,166,36
2018,92615,242,1520,1134,1343,9976,839,335,63,57341,378,22,100,2161,677,8526,605,4905,76,81,128,183,5075,3757,75,4075,1640,45387,1113,602,2154,42842,54149,2615,67,4077,165,428,9962,81,447,117,110,12959,209,24,12909,3261,417,583,51
