year,total,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1998,775159,1215,126,3915,886,53767,17930,158085,83,1385,2259,204,2568,12567,16743,1828,5007,11709,191259,195,779,1372,4664,8361,1567,1130,1342,169,7637,1524,14895,3592,7140,18211,439,5049,1043,11894,179765,105,1073,38,1692,6248,1242,104,550,5964,70,5498,271
2000,2032945,347,30,1333,27999,227581,1233,227630,74,459871,4069,211,134,23660,10195,1238,10598,3016,210,226,3016,433,299306,332974,513,7475,3698,181,1837,2071,303751,2400,4222,2517,1434,3932,1045,951,9973,141,952,41,533,5164,744,32,7193,7927,14784,13984,66
2002,984191,23260,28,8556,336,6320,173899,2661,47,38008,160264,419,324,2572,13760,5275,9655,18198,3333,6542,7519,659,1529,1534,851,813,96,136,1133,651,1304,1562,183576,3409,4459,1843,2509,1447,36454,229,261,1653,3709,20557,224336,97,638,6792,319,492,167
2004,842595,540,38,1044,698,7113,9921,6112,63,2447,8797,274,123,11221,291120,2269,1315,1571,115840,561,470,534,1785,2656,487,2824,98,967,637,386,1742,1627,304807,3425,282,2217,449,1909,27938,160,418,1845,1199,11784,924,50,2153,5484,578,1139,554
2006,3073285,453,363,9146,510,17346,16225,252020,291,279335,302627,277,3841,21622,10457,17556,8662,19676,1693,168,574,406,12211,5564,277,873,259,2588,31154,16930,200947,211437,272621,124701,103,467147,526,1187,502910,93,1263,63,721,6122,454,1341,14838,13534,691,23267,196215
2008,2995027,296991,3677,3308,82,402116,1569,7618,189,14911,1521,61,347642,7068,1498,1332,5636,4599,707042,1159,360978,422,23723,12908,1177,16768,97,7047,4461,3345,8967,1658,42615,2692,178,313072,371,503,36530,110,8666,81,562,8283,268,12,323436,4174,609,2273,1022
2010,3824209,22410,68,291250,2062,259328,7219,4814,406,7151,17019,2520,1051,229642,191573,34790,590,240349,502,1531,1267,7747,23434,43707,4644,23954,135,304,268120,225400,17665,9352,626037,196259,1065,12661,794,5129,431713,2798,2466,19570,1337,114700,5167,92,239893,33670,180651,10158,45
2012,3525056,524,75,305942,943,58245,25048,15459,103,349762,2734,1264,204,565264,276128,3886,470,7073,562,522,671,390419,353306,359121,359,878,891,40889,3500,11198,3384,763,103006,344030,572,11408,671,1214,12873,874,2027,463,1240,9068,245474,40,4537,3407,1853,2666,46
2014,2065187,351,948,224806,2370,299272,3407,4062,193,265157,1995,7061,312,21119,1568,24723,713,608,552,3632,191480,2007,5402,269880,215,2710,439,8893,13192,8978,3248,663,391875,2256,331,1507,293,941,3126,443,851,93,671,118545,4057,86,1900,156283,10217,1710,46
2016,2081870,1598,434,3042,320,355838,2790,955,469,25639,1125,67,161,6278,1313,4311,1098,452,1799,1574,962,558,3037,727271,267,769,407,288375,317236,55156,7352,435,12033,3445,44,1511,357,1573,5743,238,1003,127,553,233385,862,15,5007,3455,501,836,94
2018,4240817,789,2370,5425,2774,160540,3210,1331,122,46305,599041,71,316,280915,2973,34918,266129,10345,308,281505,752,648,18540,305049,344,7066,4667,26343,3121,1953,314727,29875,340505,292208,161,14708,239486,1485,41296,226,288977,168,665,272172,269723,51,52379,10113,1582,2358,82
